"S.No.","Site ID","Site Name","State/Circle","H1","H2","ID","IMEI No","Mobile No","I&C Date","Battery","Battery (V)","Temp","Signal (dBm)","Last Communication","Aging"
222,"ST-UPE-OD-0003","Barradevi","UP East","Kanpur","Kanpur","ST-UPE-OD-0003","861919082057711","5754111063861","2025-09-11","0, 0, 0, 0","51.78","0","51","2026-04-21 15:57:08","-27 Seconds Ago"
223,"ST_MUM_HPSC_050","Matoshree Apt","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_050","866082076649632","5754111171253","2025-09-29","0, 0, 0, 0","0.00","0","83","2026-04-21 15:41:08","15 Minutes Ago"
224,"ST_MUM_HPSC_0102","Akbar shaikh House Titwala","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0102","866082076638973","5754111171265","2025-09-28","0, 0, 0, 0","52.90","0","51","2026-04-21 15:57:55","-74 Seconds Ago"
225,"ST_MUM_HPSC_052","Bhoir house","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_052","867950079197842","5754111171255","2025-09-26","0, 0, 0, 0","0.00","0","65","2026-04-21 15:57:15","-34 Seconds Ago"
226,"ST-DELHI-HPSC-212","HPSC_Qutab PurNajafgarh_3","Delhi","Delhi","Delhi","ST-DELHI-HPSC-212","866082076609412","5754111171272","2025-10-15","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:51","-70 Seconds Ago"
227,"STPL-MICRO-125","Block AG 1_Vikas Puri","Delhi","Delhi","Delhi","STPL-MICRO-125","866082076649087","5754111171237","2025-09-28","100Ah, 0, 0, 0","54.73","0","51","2026-04-21 15:57:12","-31 Seconds Ago"
228,"ST-DELHI-HPSC-008","HPSC_Sector 33","Delhi","Delhi","Delhi","ST-DELHI-HPSC-008","867950079194575","5754111171223","2025-10-13","100AH , 0, 0, 0","53.00","0","51","2026-04-21 15:57:08","-27 Seconds Ago"
229,"ST-UPE-HPSC-044","Near Batauveer Baba Temple","UP East","Prayagraj","Prayagraj","ST-UPE-HPSC-044","861919082128629","5754111158654","2025-09-16","0, 0, 0, 0","53.00","0","65","2026-04-21 15:52:39","4 Minutes Ago"
230,"STPL-DELHI-MACRO-008","HPSC_Sadatpur_Seelam_Pur_3","Delhi","Delhi","Delhi","STPL-DELHI-MACRO-008","867950079196208","5754111171248","2025-10-26","100AH, 100AH, 0, 0","0.00","0","81","2026-04-21 15:57:11","-30 Seconds Ago"
231,"ST-DELHI-HPSC-029","HPSC_Ali Extension_Ali","Delhi","Faridabad","Faridabad","ST-DELHI-HPSC-029","867950079196737","5754111158634","2025-09-28","100Ah, 0, 0, 0","53.00","0","59","2026-04-21 15:57:11","-30 Seconds Ago"
232,"ST-DELHI-HPSC-014","HPSC_kureni","Delhi","Delhi","Delhi","ST-DELHI-HPSC-014","867950079194567","5754111171247","2025-10-18","100AH , 0, 0, 0","54.00","0","51","2026-04-21 15:57:53","-72 Seconds Ago"
233,"ST-DELHI-MACRO-010","NOD_Sector 141_2","Delhi","Noida","Noida","ST-DELHI-MACRO-010","866082076631002","5754111171246","2025-10-08","100AH, 100AH, 0, 0","54.51","0","51","2026-04-21 15:57:40","-59 Seconds Ago"
234,"ST-DELHI-HPSC-092","HPSC_KALYANPURIPreet Vihar_1","Delhi","Delhi","Delhi","ST-DELHI-HPSC-092","866082076609495","5754111171262","2025-10-09","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:45","-64 Seconds Ago"
235,"STPL-DELHI-MACRO-009","Sonia Vihar Seelam Pur_7","Delhi","Delhi Ncr","DELHI NCR","STPL-DELHI-MACRO-009","867950079195325","5754111171245","2025-09-26","100AH, 100AH, 0, 0","54.10","0","51","2026-04-21 15:57:11","-30 Seconds Ago"
236,"ST-DELHI-HPSC-082","HPSC_LAL KUAN INDUSTRIAL  AREA Dadri_1","Delhi","Ghaziabad","Ghaziabad","ST-DELHI-HPSC-082","861919084304509","5754111171179","2025-09-27","100AH , 0, 0, 0","53.00","0","59","2026-04-21 15:57:07","-26 Seconds Ago"
237,"STPL-DELHI-093","Block C 2 Sector 3 GGN","Delhi","Delhi","Delhi","STPL-DELHI-093","861919084301513","5754111171220","2025-10-14","100AH, 0, 0, 0","0.00","0","51","2026-04-21 15:57:11","-30 Seconds Ago"
238,"ST-DELHI-HPSC-076","HPSC_Sector 37A_Sector 37_1","Delhi","Delhi","Delhi","ST-DELHI-HPSC-076","861919084304558","5754111171227","2025-10-14","100AH , 0, 0, 0","53.00","0","51","2026-04-21 15:57:08","-27 Seconds Ago"
239,"ST-UPE-HPSC-051","Gujaini","UP East","Kanpur","Kanpur","ST-UPE-HPSC-051","867950079198600","5754111158434","2025-09-10","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:07","-26 Seconds Ago"
240,"ST-DELHI-HPSC-209","HPSC_Bakkar WalaPunjabi Bagh_1","Delhi","Delhi","Delhi","ST-DELHI-HPSC-209","861919084304467","5754111171226","2025-10-01","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:17","-36 Seconds Ago"
241,"ST-DELHI-HPSC-067","HPSC_Plam vihar Extension GGN_2","Delhi","Delhi","Delhi","ST-DELHI-HPSC-067","861919084304525","5754111171216","2025-10-07","100AH , 0, 0, 0","50.40","0","51","2026-04-21 15:57:10","-29 Seconds Ago"
242,"ST-DELHI-HPSC-013","HPSC_Shyam Park_Rajendra Nagar","Delhi","Ghaziabad","Ghaziabad","ST-DELHI-HPSC-013","861919084302172","5754111171260","2025-10-08","100AH, 0, 0, 0","51.50","0","51","2026-04-21 15:57:28","-47 Seconds Ago"
243,"ST-DELHI-HPSC-050","HPSC_Kasan (129) GGN_4","Delhi","Delhi","Delhi","ST-DELHI-HPSC-050","861919084301554","5754111158321","2025-10-12","100AH , 0, 0, 0","0.00","0","51","2026-04-21 15:57:15","-34 Seconds Ago"
244,"ST-DELHI-HPSC-215","HPSC_Nihal ViharPunjabi Bagh_2","Delhi","Delhi","Delhi","ST-DELHI-HPSC-215","861919084304855","5754111171193","2025-09-30","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:49","-68 Seconds Ago"
245,"ST-DELHI-HPSC-169","HPSC_Badshahpur","Delhi","Delhi","Delhi","ST-DELHI-HPSC-169","861919084304632","5754111171215","2025-09-29","100AH , 0, 0, 0","53.00","0","61","2026-04-21 15:57:06","-25 Seconds Ago"
246,"ST-DELHI-HPSC-069","HPSC_Sitapuri Part 1_Sitapuri","Delhi","Delhi","Delhi","ST-DELHI-HPSC-069","861919084304699","5754111171218","2025-10-14","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:29","-48 Seconds Ago"
247,"ST-UPE-HPSC-038","Near Shadab Chauraha, Kalindipuram","UP East","Prayagraj","Prayagraj","ST-UPE-HPSC-038","861919084309979","5754111158568","2025-09-18","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:11","-30 Seconds Ago"
248,"ST-DELHI-HPSC-078","HPSC_Sec134  Noida_1","Delhi","Faridabad","Faridabad","ST-DELHI-HPSC-078","861919084310456","5754111171219","2025-09-27","100AH, 0, 0, 0","51.80","0","51","2026-04-21 15:57:07","-26 Seconds Ago"
249,"ST-DELHI-HPSC-237","HPSC_Sham Nagar_Vishnu Garden_2","Delhi","Delhi","Delhi","ST-DELHI-HPSC-237","861919084310043","5754111171213","2025-10-14","100AH , 0, 0, 0","52.90","0","51","2026-04-21 15:57:25","-44 Seconds Ago"
250,"ST-KOL-HPSC-014","Netaji Pally","West Bengal","Kolkata","Kolkata","ST-KOL-HPSC-014","861919084310316","5754111158397","2025-09-26","0, 0, 0, 0","53.00","0","53","2026-04-21 15:57:50","-69 Seconds Ago"
251,"ST-DELHI-HPSC-009","HPSC_Sultanpuri","Delhi","Delhi","Delhi","ST-DELHI-HPSC-009","861919084310571","5754111171221","2025-09-28","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:09","-28 Seconds Ago"
252,"ST-DELHI-HPSC-251","HPSC_Taj Pur KhurdNajafgarh_3","Delhi","Delhi","Delhi","ST-DELHI-HPSC-251","861919084310415","5754111171222","2025-10-14","100AH, 0, 0, 0","53.00","0","59","2026-04-21 15:57:15","-34 Seconds Ago"
253,"ST-KOL-LMAC-007","MOROL PARA HUMAIPARA","West Bengal","Kolkata","Kolkata","ST-KOL-LMAC-007","861919084310498","5754111158394","2025-09-27","0, 0, 0, 0","53.20","0","51","2026-04-21 15:57:12","-31 Seconds Ago"
254,"ST-KOL-LMAC-001","HOWRAH DASNAGAR_71","West Bengal","Kolkata","Kolkata","ST-KOL-LMAC-001","861919084310183","5754111158958","2025-09-20","0, 0, 0, 0","0.00","0","51","2026-04-21 15:57:10","-29 Seconds Ago"
255,"ST-DELHI-HPSC-023","HPSC_Tigri_Sangam Vihar_2","Delhi","Delhi","Delhi","ST-DELHI-HPSC-023","861919084310209","5754111171205","2025-10-17","100AH, 0, 0, 0","0.00","0","51","2026-04-21 15:57:08","-27 Seconds Ago"
256,"ST-KOL-HPSC-003","Hazinagar","West Bengal","Kolkata","Kolkata","ST-KOL-HPSC-003","861919084310332","5754111158433","2025-09-28","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:17","-36 Seconds Ago"
257,"ST-KOL-HPSC-015","Nimta Birati","West Bengal","Kolkata","Kolkata","ST-KOL-HPSC-015","861919084301596","5754111158279","2025-09-26","0, 0, 0, 0","54.10","0","63","2026-04-21 15:57:45","-64 Seconds Ago"
258,"ST-KOL-LMAC-002","Matiaburuz Badamtala","West Bengal","Kolkata","Kolkata","ST-KOL-LMAC-002","861919084310431","5754111158399","2025-09-22","0, 0, 0, 0","0.00","0","51","2026-04-21 15:57:12","-31 Seconds Ago"
259,"ST-KOL-HPSC-013","Dhrubashram Quarter","West Bengal","Kolkata","Kolkata","ST-KOL-HPSC-013","861919084349686","5754111158423","2025-09-26","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:32","-51 Seconds Ago"
260,"ST-DELHI-HPSC-230","HPSC_LAXMAN VIHAR GGN_1","Delhi","Delhi","Delhi","ST-DELHI-HPSC-230","861919084304434","5754111171187","2025-10-01","100AH, 0, 0, 0","0.00","0","51","2026-04-21 15:57:08","-27 Seconds Ago"
261,"ST-KOL-LMAC-004","Narayanpurr","West Bengal","Kolkata","Kolkata","ST-KOL-LMAC-004","861919084309912","5754111158428","2025-09-27","0, 0, 0, 0","51.50","0","51","2026-04-21 15:57:52","-71 Seconds Ago"
262,"ST-KOL-HPSC-008","Metiabruz","West Bengal","Kolkata","Kolkata","ST-KOL-HPSC-008","861919084304863","5754111171470","2025-09-24","0, 0, 0, 0","53.00","0","79","2026-04-21 15:57:40","-59 Seconds Ago"
263,"ST-KOL-HPSC-018","Raghunathpur","West Bengal","Kolkata","Kolkata","ST-KOL-HPSC-018","861919084349736","5754111158427","2025-09-27","0, 0, 0, 0","53.00","0","71","2026-04-21 15:57:29","-48 Seconds Ago"
264,"ST-KOL-LMAC-011","COSSIPORE AREA SC-3","West Bengal","Kolkata","Kolkata","ST-KOL-LMAC-011","861919084301489","5754111158417","2025-09-21","0, 0, 0, 0","53.10","0","51","2026-04-21 15:57:15","-34 Seconds Ago"
265,"ST-KOL-LMAC-018","Monsha Row Garden Reach","West Bengal","Kolkata","Kolkata","ST-KOL-LMAC-018","861919084311348","5754111158391","2025-09-22","0, 0, 0, 0","54.50","0","51","2026-04-21 15:57:51","-70 Seconds Ago"
266,"ST-KOL-HPSC-001","HPSC_Sonarpur","West Bengal","Kolkata","Kolkata","ST-KOL-HPSC-001","861919084311322","5754111158467","2025-09-25","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:43","-62 Seconds Ago"
267,"ST-KOL-LMAC-009","MANI TOWERS","West Bengal","Kolkata","Kolkata","ST-KOL-LMAC-009","861919084311397","5754111158430","2025-09-25","0, 0, 0, 0","0.00","0","51","2026-04-21 15:57:05","-24 Seconds Ago"
268,"ST-UPE-HPSC-039","Netaji Subas Chandra Bos Nagar Colony","UP East","Gorakhpur","Gorakhpur","ST-UPE-HPSC-039","861919084310357","5754111158800","2025-09-20","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:05","-24 Seconds Ago"
269,"ST-DELHI-HPSC-204","HPSC_RajokriVasant Vihar_2","Delhi","Ghaziabad","Ghaziabad","ST-DELHI-HPSC-204","861919084310514","5754111438670","2025-10-06","100AH, 0, 0, 0","53.00","0","55","2026-04-21 15:57:16","-35 Seconds Ago"
270,"ST-UPE-HPSC-042","Takrohi Market","UP East","Lucknow","Lucknow","ST-UPE-HPSC-042","861919084311033","5754111158534","2025-09-14","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:25","-44 Seconds Ago"
271,"ST-UPE-HPSC-020","Nanda Nagar chauraha","UP East","Gorakhpur","Gorakhpur","ST-UPE-HPSC-020","861919084310084","5755110579222","2025-09-18","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:12","-31 Seconds Ago"
272,"ST-DELHI-HPSC-233","HPSC_Sector10","Delhi","Noida","Noida","ST-DELHI-HPSC-233","861919084309953","5754111064242","2025-07-11","100AH, 0, 0, 0","53.30","0","51","2026-04-21 15:57:38","-57 Seconds Ago"
273,"ST-DELHI-HPSC-232","HPSC_Zaildar Enclave_Hastsal_1","Delhi","Delhi","Delhi","ST-DELHI-HPSC-232","861919084309466","5754111158748","2025-10-11","100AH, 0, 0, 0","53.00","0","55","2026-04-21 15:57:38","-57 Seconds Ago"
274,"ST-DELHI-HPSC-006","HPSC_Surya Vihar Part II_Sector 911","Delhi","Faizabad","Faizabad","ST-DELHI-HPSC-006","861919084309284","5754111158635","2025-09-27","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:53","-72 Seconds Ago"
275,"ST-DELHI-HPSC-321","HPSC_BABOO NAGAR SEELAM PUR_1","Delhi","Ghaziabad","Ghaziabad","ST-DELHI-HPSC-321","861919084308971","5754111170983","2026-03-24","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:08","-27 Seconds Ago"
276,"ST-DELHI-HPSC-241","HPSC_NajafgarhNajafgarh_11","Delhi","Delhi","Delhi","ST-DELHI-HPSC-241","861919084309581","5754111063866","2025-10-16","100AH , 0, 0, 0","53.00","0","51","2026-04-21 15:57:39","-58 Seconds Ago"
277,"ST-DELHI-HPSC-171","HPSC_Sirsa Gautam Buddha Nagar_2","Delhi","Noida","Noida","ST-DELHI-HPSC-171","861919084311611","5754111158659","2025-10-07","100AH , 0, 0, 0","52.90","0","51","2026-04-21 15:57:38","-57 Seconds Ago"
278,"ST-DELHI-HPSC-244","HPSC_Dwarka Sec 21Vasant Vihar_1","Delhi","Delhi","Delhi","ST-DELHI-HPSC-244","861919084309813","5754111158528","2025-10-12","100AH , 0, 0, 0","53.10","0","51","2026-04-21 15:57:16","-35 Seconds Ago"
279,"ST-DELHI-HPSC-176","HPSC_Sudarshan ParkDelhi Cantonment._1","Delhi","Delhi","Delhi","ST-DELHI-HPSC-176","861919084308526","5754111158468","2025-10-10","100AH , 0, 0, 0","53.00","0","51","2026-04-21 15:57:25","-44 Seconds Ago"
280,"ST-DELHI-HPSC-041","HPSC_Wazirabad GGN_1","Delhi","Delhi","Delhi","ST-DELHI-HPSC-041","861919084308914","5754111171261","2025-10-11","100AH, 0, 0, 0","53.10","0","51","2026-04-21 15:57:13","-32 Seconds Ago"
281,"ST-DELHI-HPSC-252","HPSC_Dwarka Sec 19 Vasant Vihar_2","Delhi","Gurugram","Gurugram","ST-DELHI-HPSC-252","861919084310225","5754111171019","2026-03-17","100AH, 0, 0, 0","54.00","0","53","2026-04-21 15:57:25","-44 Seconds Ago"
282,"ST-UPE-HPSC-002","Ramchandi ka hatta","UP East","Kanpur","Kanpur","ST-UPE-HPSC-002","861919084309607","5754111158405","2025-09-07","0, 0, 0, 0","49.50","0","51","2026-04-21 15:57:17","-36 Seconds Ago"
283,"ST-DELHI-HPSC-211","HPSC_Lad PurSaraswati Vihar_1","Delhi","Delhi","Delhi","ST-DELHI-HPSC-211","866082076647370","5754111158466","2025-10-16","100AH, 0, 0, 0","52.90","0","51","2026-04-21 15:57:10","-29 Seconds Ago"
284,"ST_MUM_HPSC_0061","Wasim House","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0061","861919084334464","5754111158290","2025-09-18","0, 0, 0, 0","53.35","0","51","2026-04-21 15:58:16","-95 Seconds Ago"
285,"ST-DELHI-HPSC-025","HPSC_Dr Ambedkar Nagar_Madangir","Delhi","Delhi","Delhi","ST-DELHI-HPSC-025","866082076648592","5754111171186","2025-09-29","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:08","-27 Seconds Ago"
286,"ST-DELHI-HPSC-283","HPSC_SD_Rangpuri_Pahari","Delhi","Gurugram","Gurugram","ST-DELHI-HPSC-283","861919084311090","5754111171165","2026-03-18","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:25","-44 Seconds Ago"
287,"ST-DELHI-HPSC-279","HPSC_Nandgram_Ghukna_1","Delhi","Ghaziabad","Ghaziabad","ST-DELHI-HPSC-279","861919084309128","5754111171142","2026-02-03","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:10","-29 Seconds Ago"
288,"ST-DELHI-HPSC-037","HPSC_NoidaSECTOR22Dadri_1","Delhi","Noida","Noida","ST-DELHI-HPSC-037","861919084308393","5754111170992","2025-07-09","100AH , 0, 0, 0","54.00","0","51","2026-04-21 15:57:09","-28 Seconds Ago"
289,"ST-DELHI-HPSC-263","HPSC_Saket Block_Mandawali","Delhi","Ghaziabad","Ghaziabad","ST-DELHI-HPSC-263","861919084311157","5754111171018","2026-03-25","100AH, 0, 0, 0","52.80","0","51","2026-04-21 15:57:50","-69 Seconds Ago"
290,"ST_MUM_HPSC_0045","Revati House","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0045","861919082052613","5754111158771","2025-10-04","0, 0, 0, 0","53.57","0","77","2026-04-21 15:56:49","-8 Seconds Ago"
291,"ST-DELHI-HPSC-259","HPSC_Roshan Pura Alias Dichaon Khurd_2","Delhi","Najafgarh","Najafgarh","ST-DELHI-HPSC-259","861919084308641","5754111171023","2026-03-18","100AH, 0, 0, 0","0.00","0","51","2026-04-21 15:57:11","-30 Seconds Ago"
292,"ST-DELHI-HPSC-250","HPSC_BADARPUR_KALKAJI_2","Delhi","Faridabad","Faridabad","ST-DELHI-HPSC-250","861919084309706","5754111171162","2026-03-16","100AH, 0, 0, 0","54.00","0","51","2026-04-21 15:57:53","-72 Seconds Ago"
293,"ST-DELHI-HPSC-278","HPSC_Third Pushta, Block A, Brahampuri","Delhi","Ghaziabad","Ghaziabad","ST-DELHI-HPSC-278","861919084284917","5754111171167","2026-03-24","100AH, 0, 0, 0","0.00","0","51","2026-04-21 15:57:12","-31 Seconds Ago"
294,"ST_MUM_HPSC_0086","Ahle Hadees Masjid Wa Madersa","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0086","866082076649111","5754111158640","2025-09-27","0, 0, 0, 0","0.00","0","69","2026-04-21 15:57:12","-31 Seconds Ago"
295,"ST-DELHI-HPSC-264","HPSC_BALLABGARH SECTOR 1 FBD_4","Delhi","Faridabad","Faridabad","ST-DELHI-HPSC-264","861919084308849","5754111171040","2026-03-16","100AH, 0, 0, 0","52.00","0","51","2026-04-21 15:57:50","-69 Seconds Ago"
296,"ST-HPSC-NCR-074","HPSC_Crossing Republic Golf Course GBD_1","Delhi","Noida","Noida","ST-HPSC-NCR-074","861919084284875","5754111064218","2025-07-10","100AH, 0, 0, 0","50.10","0","51","2026-04-21 15:57:39","-58 Seconds Ago"
297,"ST-DELHI-HPSC-271","HPSC_Yaseen Masjid Wali Gali_Loni","Delhi","Ghaziabad","Ghaziabad","ST-DELHI-HPSC-271","861919084271385","5754111171036","2026-02-27","100AH, 0, 0, 0","52.90","0","53","2026-04-21 14:16:49","1 Hours Ago"
298,"ST-DELHI-HPSC-272","HPSC_GZB_Loni_Alfala Masjid","Delhi","Ghaziabad","Ghaziabad","ST-DELHI-HPSC-272","861919084261436","5754111170966","2026-03-24","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:33","-52 Seconds Ago"
299,"ST-KOL-HPSC-017","Chandan nagar","West Bengal","Kolkata","Kolkata","ST-KOL-HPSC-017","861919084309342","5754111158276","2025-09-29","0, 0, 0, 0","0.00","0","51","2026-04-21 15:57:13","-32 Seconds Ago"
300,"ST_MUM_HPSC_0081","VIKAS GUPTA HOUSE","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0081","861919084308609","5754111158649","2025-10-06","0, 0, 0, 0","53.10","0","51","2026-04-21 15:57:20","-39 Seconds Ago"
301,"ST-KOL-HPSC-009","Muchipara","West Bengal","Kolkata","Kolkata","ST-KOL-HPSC-009","861919084285195","5754111158412","2025-09-12","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:48","-67 Seconds Ago"
302,"ST-ROB-HPSC-001","Malrameswarpur-HPSC","West Bengal","Kolkata","Kolkata","ST-ROB-HPSC-001","861919084309300","5754111159002","2025-09-30","0, 0, 0, 0","53.10","0","53","2026-04-21 15:57:25","-44 Seconds Ago"
303,"ST-DELHI-HPSC-012","HPSC_Tikri Kalan_1","Delhi","Delhi","Delhi","ST-DELHI-HPSC-012","861919084308898","5754111438669","2025-10-06","100AH, 0, 0, 0","0.00","0","51","2026-04-21 15:57:07","-26 Seconds Ago"
304,"STPL-DELHI-HPSC-167","HPSC_NEHRU NAGAR  GBD_3","Delhi","Delhi","Delhi","STPL-DELHI-HPSC-167","861919084308872","5754111158572","2025-09-28","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:16","-35 Seconds Ago"
305,"STPL-DELHI-HPSC-178","HPSC_NEW FRIENDS COLONY Defence Colony_7","Delhi","Delhi","Delhi","STPL-DELHI-HPSC-178","861919084348167","5755110628223","2025-10-17","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:27","-46 Seconds Ago"
306,"ST-DELHI-HPSC-195","HPSC-Sarafabad-Shaurrya-T-S-Plan","Delhi","Noida","Noida","ST-DELHI-HPSC-195","861919084309508","5754111158535","2025-09-14","100AH, 0, 0, 0","53.10","0","51","2026-04-21 15:57:11","-30 Seconds Ago"
307,"ST-DELHI-HPSC-203","HPSC_RajokriVasant Vihar_1","Delhi","Delhi","Gurgoan","ST-DELHI-HPSC-203","861919084349777","5754111171203","2025-09-18","100AH, 0, 0, 0","54.00","0","51","2026-04-21 15:57:25","-44 Seconds Ago"
308,"ST-DELHI-HPSC-017","HPSC_Tajpur Pahari Village_Badarpur_2","Delhi","Delhi Ncr","DELHI NCR","ST-DELHI-HPSC-017","861919084346807","5754111158504","2025-09-29","100AH, 0, 0, 0","51.00","0","67","2026-04-21 15:57:54","-73 Seconds Ago"
309,"ST-DELHI-HPSC-180","HPSC DAYALPUR Seelam Pur 2","Delhi","Noida","Noida","ST-DELHI-HPSC-180","861919084309797","5754111158463","2025-09-17","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:08","-27 Seconds Ago"
310,"ST-MAH-OD-0037","Vrindavan Society Dehu Gaon","Maharashtra","Pune","Pune","ST-MAH-OD-0037","861919084346542","5754111170852","2025-11-11","100AH, 100AH, 0, 0","52.92","0","51","2026-04-21 15:57:07","-26 Seconds Ago"
311,"ST-UPE-HPSC-001","Murey Camp","UP East","Kanpur","Kanpur","ST-UPE-HPSC-001","861919084285062","5754111063500","2025-09-06","0, 0, 0, 0","49.70","0","51","2026-04-21 15:57:16","-35 Seconds Ago"
312,"ST-MAH-OD-0012","Bhadrakali-2 Bsnl Relocation","Maharashtra","Nashik","Nashik","ST-MAH-OD-0012","861919084346351","5754111170822","2025-10-31","0, 0, 0, 0","53.14","0","53","2026-04-21 15:55:03","1 Minutes Ago"
313,"ST-DELHI-HPSC-027","HPSC_Kidwai Nagar East_Kidwai Nagar_2","Delhi","Delhi","Delhi","ST-DELHI-HPSC-027","861919084283018","5754111158548","2025-10-18","100AH , 0, 0, 0","0.00","0","51","2026-04-21 15:57:08","-27 Seconds Ago"
314,"ST-DELHI-HPSC-174","HPSC_Surajpur_2","Delhi","Delhi","Delhi","ST-DELHI-HPSC-174","861919084281764","5754111158670","2025-11-04","100AH, 0, 0, 0","49.30","0","51","2026-04-21 15:57:07","-26 Seconds Ago"
315,"ST-DELHI-HPSC-026","HPSC_Tikri Kalan_2","Delhi","Delhi","Delhi","ST-DELHI-HPSC-026","861919084281806","5754111171189","2025-10-07","100AH , 0, 0, 0","53.00","0","51","2026-04-21 15:57:33","-52 Seconds Ago"
316,"ST-DELHI-HPSC-085","HPSC_ Noida SECTOR 52Dadri_1","Delhi","Noida","Noida","ST-DELHI-HPSC-085","861919084258606","5754111171236","2025-07-09","100AH, 0, 0, 0","53.00","0","53","2026-04-21 15:57:25","-44 Seconds Ago"
317,"ST-MAH-OD-0001","Gaibhi Nagar","Maharashtra","Bhiwandi","Bhiwandi","ST-MAH-OD-0001","861919084335180","5754111410945","2025-12-26","0, 0, 0, 0","53.57","0","69","2026-04-21 15:57:53","-72 Seconds Ago"
318,"ST-MAH-OD-0038","CH. Shivaji Nagar Ulhas Nagar","Maharashtra","Kalayn","Kalayn","ST-MAH-OD-0038","861919081987652","5754111410943","2025-12-04","100AH, 100AH, 0, 0","52.85","0","51","2026-04-21 15:55:57","44 Seconds Ago"
319,"ST-GUJ-MACRO-023","Ayodhya Nagar Nanikadi","Gujrat","Ahmedabad","Ahmedabad","ST-GUJ-MACRO-023","861919084335412","5754111410917","2025-11-20","100AH, 100AH , 0, 0","53.57","0","51","2026-04-21 15:53:40","3 Minutes Ago"
320,"ST-MUM-OD-0156","Vijay Chs","Mumbai","Andheri","Powai","ST-MUM-OD-0156","861919082170431","5755153235816","2025-12-23","100AH, 100AH, 0, 0","54.71","0","51","2026-04-21 15:55:41","60 Seconds Ago"
321,"ST-GUJ-MACRO-017","Tejendra Nagar Society D Cabin","Gujrat","Ahmedabad","Ahmedabad","ST-GUJ-MACRO-017","861919081962796","5754111410935","2025-11-22","100AH, 0, 0, 0","53.21","0","51","2026-04-21 15:55:34","1 Minutes Ago"
322,"ST-GUJ-MACRO-018","Dhanraj Complex Banroli Road Hanuman Temple","Gujrat","Ahmedabad","Ahmedabad","ST-GUJ-MACRO-018","861919082199356","5754111411060","2025-11-23","100AH, 100AH , 0, 0","52.71","0","51","2026-04-21 15:52:42","3 Minutes Ago"
323,"ST-GUJ-MACRO-021","Golden Arcade-Gandhinagar","Gujrat","Gandhinagar","Gandhinagar","ST-GUJ-MACRO-021","861919081998642","5754111411058","2025-11-19","100AH, 100AH, 0, 0","53.57","0","55","2026-04-21 15:56:04","37 Seconds Ago"
324,"ST-GUJ-MACRO-016","Opp Char Toda Kabrastan Road Gomtipur","Gujrat","Ahmedabad","Ahmedabad","ST-GUJ-MACRO-016","861919081952433","5754111411095","2025-11-21","100AH, 0, 0, 0","53.21","0","51","2026-04-21 15:54:27","2 Minutes Ago"
325,"ST_MUM_HPSC_0114","Gupta Farshan Mart","Mumbai","Malad","Borivali","ST_MUM_HPSC_0114","861919082016667","5754111411083","2025-12-24","100AH, 0, 0, 0","49.42","0","71","2026-04-21 15:53:25","3 Minutes Ago"
326,"ST-GUJ-MACRO-029","UMARGAM","Gujrat","Surat","Surat","ST-GUJ-MACRO-029","861919081952532","5754111171074","2025-12-02","100AH, 100AH , 0, 0","53.35","0","61","2026-04-21 15:56:40","1 Seconds Ago"
327,"ST-MAH-OD-0035","Sahyadri colony rasal hight new sanghavi","Maharashtra","Pune","Pune","ST-MAH-OD-0035","861919081954074","5754111411048","2025-12-03","100AH, 100AH, 0, 0","1.00","0","57","2026-04-21 15:57:31","-50 Seconds Ago"
